date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:27:10	2511/2511	---M--	200	added ('OK')	image/jpeg	etag:%2264257ce2-9cf%22	https://waydex.volkovdesign.com/img/avatars/avatar4.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/avatars/avatar4.jpg	(from https://waydex.volkovdesign.com/index2.html)
01:27:11	25746/25746	---M--	200	added ('OK')	image/jpeg	etag:%2264257ce2-6492%22	https://waydex.volkovdesign.com/img/avatars/avatar5.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/avatars/avatar5.jpg	(from https://waydex.volkovdesign.com/index2.html)
01:27:11	264571/264571	---M--	200	added ('OK')	image/jpeg	etag:%2264257cdd-4097b%22	https://waydex.volkovdesign.com/img/cars/1-1-big.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/cars/1-1-big.jpg	(from https://waydex.volkovdesign.com/car.html)
01:27:12	445023/445023	---M--	200	added ('OK')	image/jpeg	etag:%2264257cda-6ca5f%22	https://waydex.volkovdesign.com/img/cars/1-2-big.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/cars/1-2-big.jpg	(from https://waydex.volkovdesign.com/car.html)
01:27:12	350809/350809	---M--	200	added ('OK')	image/jpeg	etag:%2264257cda-55a59%22	https://waydex.volkovdesign.com/img/cars/1-4-big.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/cars/1-4-big.jpg	(from https://waydex.volkovdesign.com/car.html)
01:27:12	350055/350055	---M--	200	added ('OK')	image/jpeg	etag:%2264257cda-55767%22	https://waydex.volkovdesign.com/img/cars/1-3-big.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/cars/1-3-big.jpg	(from https://waydex.volkovdesign.com/car.html)
01:27:12	190360/190360	---M--	200	added ('OK')	image/jpeg	etag:%2264257cda-2e798%22	https://waydex.volkovdesign.com/img/cars/1-4.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/cars/1-4.jpg	(from https://waydex.volkovdesign.com/car.html)
01:27:12	73801/73801	---M--	200	added ('OK')	image/jpeg	etag:%2264257cbd-12049%22	https://waydex.volkovdesign.com/img/team/team1.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/team/team1.jpg	(from https://waydex.volkovdesign.com/about.html)
01:27:12	78236/78236	---M--	200	added ('OK')	image/jpeg	etag:%2264257cbd-1319c%22	https://waydex.volkovdesign.com/img/team/team2.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/team/team2.jpg	(from https://waydex.volkovdesign.com/about.html)
01:27:13	46519/46519	---M--	200	added ('OK')	image/jpeg	etag:%2264257cbd-b5b7%22	https://waydex.volkovdesign.com/img/team/team3.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/team/team3.jpg	(from https://waydex.volkovdesign.com/about.html)
01:27:13	56925/56925	---M--	200	added ('OK')	image/jpeg	etag:%2264257cbd-de5d%22	https://waydex.volkovdesign.com/img/team/team4.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/team/team4.jpg	(from https://waydex.volkovdesign.com/about.html)
01:27:13	155628/155628	---M--	200	added ('OK')	image/jpeg	etag:%2264257cdd-25fec%22	https://waydex.volkovdesign.com/img/posts/6.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/6.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:14	245609/245609	---M--	200	added ('OK')	image/jpeg	etag:%2264257ccc-3bf69%22	https://waydex.volkovdesign.com/img/posts/2.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/2.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:14	180258/180258	---M--	200	added ('OK')	image/jpeg	etag:%2264257cdd-2c022%22	https://waydex.volkovdesign.com/img/posts/9.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/9.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:14	253874/253874	---M--	200	added ('OK')	image/jpeg	etag:%2264257ccc-3dfb2%22	https://waydex.volkovdesign.com/img/posts/10.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/10.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:14	106910/106910	---M--	200	added ('OK')	image/jpeg	etag:%2264257ccc-1a19e%22	https://waydex.volkovdesign.com/img/posts/11.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/11.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:15	267012/267012	---M--	200	added ('OK')	image/jpeg	etag:%2264257ccc-41304%22	https://waydex.volkovdesign.com/img/posts/12.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/12.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:15	97910/97910	---M--	200	added ('OK')	image/jpeg	etag:%2264257cdd-17e76%22	https://waydex.volkovdesign.com/img/posts/7.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/7.jpg	(from https://waydex.volkovdesign.com/blog.html)
01:27:15	1788/1788	---M--	200	added ('OK')	image/svg+xml	etag:%2264257ce2-6fc%22	https://waydex.volkovdesign.com/img/avatar.svg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/avatar.svg	(from https://waydex.volkovdesign.com/article.html)
01:27:15	564215/564215	---M--	200	added ('OK')	image/jpeg	etag:%2264257cdd-89bf7%22	https://waydex.volkovdesign.com/img/posts/article.jpg	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/posts/article.jpg	(from https://waydex.volkovdesign.com/article.html)
01:27:15	7012/7012	---M--	200	added ('OK')	image/png	etag:%2264257cbd-1b64%22	https://waydex.volkovdesign.com/img/partners/3docean-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/3docean-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:16	9634/9634	---M--	200	added ('OK')	image/png	etag:%2264257cbd-25a2%22	https://waydex.volkovdesign.com/img/partners/audiojungle-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/audiojungle-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:16	7079/7079	---M--	200	added ('OK')	image/png	etag:%2264257cbd-1ba7%22	https://waydex.volkovdesign.com/img/partners/codecanyon-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/codecanyon-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:16	11299/11299	---M--	200	added ('OK')	image/png	etag:%2264257cbd-2c23%22	https://waydex.volkovdesign.com/img/partners/graphicriver-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/graphicriver-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:16	9195/9195	---M--	200	added ('OK')	image/png	etag:%2264257cbd-23eb%22	https://waydex.volkovdesign.com/img/partners/photodune-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/photodune-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:17	8243/8243	---M--	200	added ('OK')	image/png	etag:%2264257cbd-2033%22	https://waydex.volkovdesign.com/img/partners/themeforest-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/themeforest-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:17	8913/8913	---M--	200	added ('OK')	image/png	etag:%2264257ccc-22d1%22	https://waydex.volkovdesign.com/img/partners/videohive-center.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/partners/videohive-center.png	(from https://waydex.volkovdesign.com/pricing.html)
01:27:19	3490370/3490370	---M--	200	added ('OK')	image/png	etag:%2264257ce2-354242%22	https://waydex.volkovdesign.com/img/bg/bg.png	C:/Mes%20Sites%20Web/waydex/waydex.volkovdesign.com/img/bg/bg.png	(from https://waydex.volkovdesign.com/signin.html)
